ID,Title,"Title-English Translated"
4520,"पुल, ढल, सडक, नहर,भवन आदि बनाउन  प्रतिष्ठान वा क्रियाकलापहरु।","Bridge, sewer, roads, canals, buildings etc. establishment or activities."
4530,"भवन वनाउदा विद्युत , पानी , इन्सुलेशन कार्य , दूरसंचारका उपकरण जडान गर्ने  कार्यहरु।","Building vanauda electricity, water, insulation work, Installation of telecommunications equipment functions."
4540,"डकर्मी, सिकर्मी र ल्पम्बिड गर्ने क्रियाकलापहरु।","Masons, carpenters, and the activities lpambida."
4550,"निर्माण गर्ने वा भत्काउने प्रयोजनका लगि डोजर , क्रेन , लरी आदि अप्रेटर सहित भाडामा लगाउने कार्यहरु।","The purpose of building or dismantling put excavators, cranes, including Laurie, etc. rented wear apretara functions."
5010,"मोटर, भेहिकलको थोक र खुद्रा विक्री गर्ने प्रतिष्ठान वा क्रियाकलापहरु।","Motor, vehicle wholesale and retail establishments selling or activities."
5020,"मोटर, भेहिकलको मर्मत र सर्भिसिड गर्ने प्रतिष्ठान वा क्रियाकलापहरु।","Motor, vehicle repair and sarbhisida the establishment or activities."
5030,"मोटर, भेहिकलको पार्ट  पूर्जाको  विक्री गर्ने प्रतिष्ठान वा क्रियाकलापहरु।","Motor, Vehicle Part rage selling establishments or activities."
5040,"मोटर, मोटरसाइकलको थोक र खुद्रा विक्री गर्ने प्रतिष्ठान वा क्रियाकलापहरु।","Motor, motor vehicle wholesale and retail establishments selling or activities."
5050,"पेट्रोलीयम पदार्थ ( पेट्रोल, डिजेल, मोबिल ) को थोक विक्री गर्ने क्रियाकलापहरु।","Petroleum products (petrol, diesel, Mobil) to wholesale and selling activities."
5110,"शुल्क लिइ वा करारका आधारमा गरिने थोक विक्री गर्ने कार्यहरु।","Charges will be forwarded, or the basis of the wholesale selling functions."
5121,"अप्रशोधित खाद्य बस्तु र जीवीत पशुपंगीको विक्री गर्ने क्रियाकलापहरु।","Untreated food items and selling activities pasupangiko yea."
5122,"प्रशोधित खाद्यन्न, फलफूल, तरकारी,चिया,कफी,सूर्ति आदिको विक्री गर्ने क्रियाकलापहरु।","Processed food supplies, fruits, vegetables, tea, coffee, tobacco, etc. and selling activities."
5131,"कपडा, लुगा, जुत्ताको थोक विक्री गर्ने क्रियाकलापहरु।","Textiles, clothing, shoes wholesale and selling activities."
5139,"घरायसी सामान जस्तै :  छाला, औषधी, कस्मेटीक सामान, इलेक्ट्रेानिक वस्तु, इलेक्ट्रीकल (विजुली) का वस्तु, पत्रीका, पुस्तक, गहना, घडी आदिको थोक विक्री गर्ने क्रियाकलापहरु।","Household goods such as leather, medicine, kasmetika goods, ilektreanika object, electrical (electric) of the object, derailment, book, jewelry, watches, etc. wholesale and selling activities."
5141,"ठोस, तरल र ग्याँस जस्ता इन्धनको थोक विक्री गर्ने क्रियाकलापहरु।","Solid, liquid and gas fuel, such as bulk selling activities."
5142,"कच्चा धातुको थोक विक्री कार्य","Wholesale sales of raw metal work"
5143,"हार्डवयर, चुन, सिमेण्टको थोक विक्री गर्ने क्रियाकलापहरु।","Hardware, choose, cement bulk and selling activities."
5149,"रसायनिक मल, अन्य मध्यबर्ति वस्तुको थोक विक्री गर्ने क्रियाकलापहरु।","Chemical fertilizers, bulk goods sold to other madhyabarti activities."
5150,"कृषि औजार, कार्यालय सामान, काठ आदिको थोक विक्री गर्ने क्रियाकलापहरु।","Agricultural tools, office furniture, wood, etc. wholesale and selling activities."
5190,"अन्य सामानको थोक विक्री जस्तै एउटै वस्तु समुहको विक्री गर्दा कुल आम्दानीको ५० प्रतिशत भन्दा कम आन्दानी हुने सामानको थोक विक्री गर्ने कार्यहरु।","Other goods such as bulk selling of the same item group sold a total income less than 50 percent of the wholesale selling works andani."
5211,"खाद्यान्न, सूर्ति, चिया, फर्निचर आदिको खुद्रा विक्री गर्ने क्रियाकलापहरु।","Food, tobacco, tea, furniture, etc. The activities Retail sales."
5219,"सामान्य पसलमा अन्य सामानको खुद्रा विक्री कार्य जस्ते  हार्डवयर , पर्निचर, कपडा, गहना , कसमेटिक आदि","General store zinc hardware accessories Retail sales work, parnicara, textiles, jewelry, etc. kasametika"
5220,"विशिष्टीकरण गरिएका वस्तु जस्ते दूध, तरकारी ,फुल , रक्सी , चुरोट आदिको सुद्रा वीक्री कार्य।","The object specialization zinc milk, vegetables, eggs, alcohol, cigarettes, etc. ChennaiEgm sudra work."
5231,"औषधि, कसमेटिक, सफाइ, बाथरुमको सामान आदिको खुद्रा विक्री गर्ने क्रियाकलापहरु।","Drug, kasametika, cleaning, etc. Retail sales of goods a bathroom activities."
5232,"कपडा, पोशाक, जुत्ता, यात्राका सामान आदिको खुद्रा विक्री गर्ने क्रियाकलापहरु।","Textiles, clothing, footwear, travel goods, etc. The activities Retail sales."
5233,"फर्निचर, मेशिन, विजुलीका सामान आदिको खुद्रा विक्री गर्ने क्रियाकलापहरु।","Furniture, machines, electricity, etc. Retail sales of goods activities."
5234,"हार्डवयर, चुन,रंग आदिको खुद्रा विक्री गर्ने क्रियाकलापहरु।","Hardware, choose, color, etc. The retail selling activities."
5239,"कार्पैट, घडी, गहना, किताव, पत्रीका, स्टेसनरी सामान,सफाइका  सामान, कम्प्यूटर, क्याल्कुलेटर,  आदिको खुद्रा विक्री गर्ने क्रियाकलापहरु।","Karpaita, watch, jewelry, book, derailment, Stationery goods, justified accessories, computer, calculator, etc. The retail selling activities."
5240,"सेकेण्ड हाइण्डका सामान  आदिको विक्री गर्ने क्रियाकलापहरु।","Second haindaka goods selling activities etc."
5252,"सडक पेटी, सार्बजनिक स्थल, घुम्ती पसल आदिमा खुद्रा विक्री गर्ने क्रियाकलापहरु।","Sidewalk, public places, the mobile market in the beginning of the retail sales activities."
5259,"हाटबजार, मेलामा वा भण्डिङ मेशिन द्धारा खुद्रा विक्री गर्ने क्रियाकलापहरु।","Stalls, fair or bhandina Retail sales of machinery and disbursement activities."
5260,"स्टोभ, छाता, मैनटोल, प्रेशर कुकर मर्मत गर्ने क्रियाकलापहरु।","Stove, umbrella, mainatola, pressure cooker repair activities."
5510,"होटल,लज, रेष्टुराँ, बार, क्याफे आदिको संचालन गर्ने क्रियाकलापहरु।","Hotels, lodges, restaurants, bars, cafés, etc. The activities conducted."
5520,"क्याटरीङ्ग सेवा प्रदान गर्ने क्रियाकलापहरु।","Kyataringa providing service activities."
6010,"रेल यातायात संचालन गर्ने क्रियाकलापहरु।","Rail transport activities operate."
6021,"बस, ट्रली बस, केबुल कार संचालन गर्ने क्रियाकलापहरु।","Bus, trolley bus, cable car and operate activities."
6022,"टाँगा, रिक्सा, टयाम्पू संचालन गर्ने क्रियाकलापहरु।","Carts, rickshaws, tayampu operational activities."
6023,"ट्रान्स्पोर्ट कंपनी, चौरी,गधा, खच्चर,गोरु गाडा,ठेल गाडा आदि वाट सामान वासार पसार गर्ने क्रियाकलापहरु।","Transporta company, yak, donkey, mule, ox carts, carts, etc. Watt lunge to stretch the activities vasara goods."
6120,"डुङ्गा,नौका, राफ्टीङ्ग, जल यातायातका साधन संचालन गर्ने क्रियाकलापहरु।","Boat, yacht, raphtinga, water transport means to conduct activities."
6210,"हवाइ जहाज, हेलीकप्टर, यएर ग्लाइडर, हट एअर वेलुनिङ्ग आदि संचालन गर्ने क्रियाकलापहरु।","By air, helicopter, glider yaera, Hot Air veluninga etc. The activities conducted."
6301,"कार्गो सेवा जस्तै यात्री वा व्यापारिक सामान लोड अन लोड गर्ने क्रियाकलापहरु।","Cargo services such as passenger or commercial goods on loading loading activities."
6302,"गोदाम, भण्डार आदिको संचालन गर्ने क्रियाकलापहरु।","Warehouse, storage, etc. The activities conducted."
6303,"बस, रेल, हवाइ स्टेशन आदिमा सामान वसार पसार गर्न सहयोग गर्ने क्रियाकलापहरु।","Bus, rail, air, station, carry goods to support activities in the beginning."
6304,"ट्राभल एजेन्सी, पर्यटन, ट्रेकिङ्ग सेवा संचालन गर्ने क्रियाकलापहरु।","Travel agency, tourism, trekinga service activities operate."
6309,"भंसार एजेण्ट सम्बन्धी सेवा संचालन गर्ने क्रियाकलापहरु।","Agent tariff related service activities operate."
6411,"चिठ्ठी पत्र, पार्सल, वुक पोष्ट, आदान प्रदान गर्ने र फीलाटेली सेवा संचालन गर्ने क्रियाकलापहरु।","Letter letter, parcel, post Wook, exchange and philateli service activities operate."
6412,"कुरिएर सेवा, द्रत डेलिभरी सेवा संचालन गर्ने क्रियाकलापहरु।","Kuriera service, delivery service operations, focusing the activities."
6420,"टेलीफोन, फयाक्सको  संचालन तथा मर्मत गर्ने क्रियाकलापहरु।","Telephone, fax operation and repair activities."
6511,"नोट प्रकाशन, मुद्रा निष्काशन, अन्य मौद्रीक संस्था संग समन्वय गर्ने क्रियाकलापहरु।","Note Publishing, currency expelled, to coordinate activities with other maudrika institution."
6519,"बाणिज्य बैंकहरु, मनी चेन्जरहरु सम्बन्धी काम गर्ने प्रतिष्ठान वा  क्रियाकलापहरु।","Commercial banks, money cenjaraharu establishment or activities related to work."
6591,"लीजीङ्ग सम्बन्धी सेवा संचालन गर्ने क्रियाकलापहरु।","Lijinga conduct activities related to the service."
6592,"कर्जा प्रदान गर्ने संस्थाहरु जस्तै :  NIDC, ग्रामिण विकास बैंक, कृषि विकास वैंक सम्बन्धी क्रियाकलापहरु।","Provide loans to institutions such as: NIDC, Rural Development Bank, Agricultural Development Bank related activities."
6601,"जीवन बीमा सम्बन्धी क्रियाकलापहरु जस्तै बिमा संस्थान, वीमा समिति आदि।","Life insurance-related activities, such as insurance institutions, insurance committees."
6602,"निवृत्त कोष संचालन गर्ने क्रियाकलापहरु जस्तै कौषी तोषा खाना, रक्षा कन्ट्रोलर, कर्मचारी संचय केाष आदि।","To fund activities retiring as food kausi tosa, Defence Controller, staff, etc. cache keasa."
6603,"निर्जीवन वीमा संचालन गर्ने क्रियाकलापहरु जस्तै बीमा कंपनीहरु, कर्जा संरक्षण निगम आदि।","Non-operational activities, such as insurance kampaniharu insurance, credit protection corporation etc."
6711,"वित्तिय वजार संवन्धी क्रियाकलापहरु जस्तै नागरीक लगानी कोष, शेयर मार्केट, NIDC क्यापीटल मार्केट आदि।","Financial activities, such as managing the lost a civil investment fund, stock market, NIDC kyapitala market and more."
6712,"सेक्युरीटी संवन्धी क्रियाकलापहरु जस्तै शेयर दलाल कंपनीहरु, दोस्रो वजार कार्यक्रमहरु आदि।","Sekyuriti activities such as stock brokers lost a kampaniharu, the second managing the programs and more."
6719,"बैँकर्स क्लव, दलाली संघ , आर्थिक सल्लाहकार संघ आदि सम्बन्धी कृयाकलापहरु।","Baimkarsa Club, brokerage Union, Economic Advisor to the Union, etc. activities are related."
6720,"बीमा , पेन्सन , उद्धार सम्बन्धी सहायक कृयाकलापहरु।","Insurance, pension, relief activities are related accessories."
7010,"रियल स्टेट र भाडा संवन्धी संचालन गर्ने क्रियाकलापहरु।","Real estate and rental activities lost a conduct."
7020,"रियलस्टेट सम्बन्धी कृयाकलापहरु।","Realty-related activities are."
7111,"चालकविना सवारिका साधनहरु जस्तै कार , भ्यान , लरी , कन्टेनर ट्रक आदि भाडामा दिने कृयाकलपहरु।","Vehicle calakavina facilities like car, van, lorry, container trucks, etc. kryakalapaharu hire."
7112,"जल यातायातका साधनहरु जस्तै डुगा, पटला आदि भाडामा दिने कृयाकलपहरु।","Water transport vehicles as duga, patala etc. kryakalapaharu hire."
7113,"पाइलटविना हवाइ यातायतका साधन जस्तै हेकप्टर हवाइजहाज आदि भाडामा दिने कृयाकलपहरु।","Pailatavina air as a means of traffic, airplanes, etc. hekaptara kryakalapaharu hire."
7121,"कृषि सम्बन्धी मेशिन वा उपकरण जस्तै ट्याकटर , थेसर , स्प्रे मेशिन भाडामा दिने कृयाकलपहरु।","Agricultural machinery or equipment such as in road, thesara, spray machine kryakalapaharu hire."
7122,"निर्माण एवं सीभिल इन्जीनियरिङ सम्बन्धी सामनहरु जस्तै क्रेन , डोजर , लरी आदि भाडामा दिने कृयाकलपहरु","Construction and Engineering related samanaharu sibhila as cranes, excavators, etc., Laurie rental kryakalapaharu"
7123,"कार्यलय सम्बन्धी सामाग्री जस्तै टाइपराइटर , डुप्लीकेटिङ मेशिन भाडामा दिने कृयाकलपहरु।","Office-related materials such as typewriters, machine rental kryakalapaharu dupliketina."
7129,"अन्धत्र उल्लेख नभएका सामान जस्तै टरवाइन , टेलिभिजन आदि भाडामा दिने कृयाकलपहरु।","As mentioned andhatra without luggage taravaina, television, etc. kryakalapaharu hire."
7130,"साईकल, संगीतका सामान ( वाजा) भिडियो टेप जस्ता सामान भाडामा दिने क्रियाकलापहरु।","Cycles, music accessories (waza) video tape rental activities, such as luggage."
7210,"कम्प्युटरको हार्डवेयर परामर्श सेवा प्रदान गर्ने क्रियाकलापहरु।","Computer hardware to provide consultation service activities."
7220,"कम्प्युटरको सफ्टवेरको परामर्श सेवा प्रदान गर्ने क्रियाकलापहरु।","Computer software to provide consulting services activities."
7230,"डाटा प्रशोधन र डाटा वेस संवन्धी क्रियाकलापहरु।","Data processing and data lost a Wes activities."
7240,"डाटा वेश जस्तै आर्थिक , तथ्यांक , कम्पूटर आकडा सम्बन्धी कृयाकलपहरु।","Data disguised as economic, statistics, a computer-related kryakalapaharu yield."
7250,"कम्पुटिङ मेशिन मर्मत जस्तै कम्पुटर आदि मर्मत  सम्बन्धी कृयाकलपहरु।","Computer etc. related to repair of the machinery and repair as kamputina kryakalapaharu."
7290,"अन्यत्र वर्गिकरणमा नपरेका कम्पुटर सम्बन्धी अन्य कृयाकलपहरु।","Elsewhere classification listed in the other kryakalapaharu Computer."
7310,"प्राकृतिक विज्ञान र इन्जिनियरीङ्ग विषयमा अनुसंन्धान गर्ने संवन्धी क्रियाकलापहरु।","Researching about the natural sciences and lost a injiniyaringa activities."
7320,"सामाजिक विज्ञान ( कानुन, समाजशास्त्र, अर्थशास्त्र ) विषयमा अनुसंन्धान गर्ने संवन्धी क्रियाकलापहरु।","Social sciences (law, sociology, economics) lost a subject of research activities to."
7411,"कानुन, वहश पैरवी, कानुनी परामर्श, वकालत गर्ने संवन्धी क्रियाकलापहरु।","Law, conferred advocacy, legal counseling, advocacy activities lost a."
7412,"लेखा परिक्षण गर्ने, व्यवसायीक लेखा तयार गर्ने क्रियाकलापहरु।","Audit testing, professional audit activities to prepare."
7413,"वजार अनुसन्धान, जनमत सर्भेक्षण आदि गर्ने क्रियाकलापहरु।","Managing the research, survey, etc. The activities polls."
7414,"व्यवसाय र वजार सम्वन्धी परामर्श सेवा प्रदान गर्ने क्रियाकलापहरु।","And managing the related business activities to provide counseling services."
7421,"भवन कला, इन्जिनियरीङ्ग सन्वन्धी सेवा प्रदान गर्ने क्रियाकलापहरु।","Building Art, injiniyaringa sanvandhi providing service activities."
7422,"प्रबिधिक परिक्षण , गुणस्तर र विष्लेशण जस्ते बलियोपना ,शुद्धता परिक्षण आदि कृयाकलपहरु।","Prabidhika test, and analyze the quality of zinc Strength, Accuracy tests etc. kryakalapaharu."
7430,"विज्ञापन एजेन्सी सम्वन्धी क्रियाकलापहरु।","Advertising Agency in relation to activities."
7491,"श्रमिक भर्ति एवं करार (वैदेशिक रोजगार कम्पनी आदि ) सम्वन्धी क्रियाकलापहरु।","Labor recruitment and contract (foreign employment company, etc.) related activities."
7492,"सुरक्षा गार्ड, अपराध अन्वेषण सम्वन्धी क्रियाकलापहरु।","Security guard, crime investigation related activities."
7493,"भवनको सफाइ सम्बन्धी कृयाकलपहरु।","Building Cleaning kryakalapaharu related."
7494,"फोटोग्राफी सम्वन्धी क्रियाकलापहरु।","Photography related activities."
7495,"प्याकिङ्ग सम्वन्धी क्रियाकलापहरु।","Packing related activities."
7499,"अन्यत्र वर्गिकरणमा नपरेका कृयाकलपहरु जस्तै  फेशन डिजाइन , भाषनुवाद","Elsewhere escaped classification as kryakalapaharu fashion design, bhasanuvada"
7511,"सार्वजनिक सैवा सम्बन्धी जस्तै मन्त्रालय,  विभाग, सामान्य सेवा प्रदान गर्ने कार्यालय,  सभिति,  प्रधिकरण, कंपनि,  भन्सार,  कर,  आदिमा काम गर्ने कृयाकलपहरु।","Public saiva as related ministries, departments, providing general services office, sabhiti, Authority, dish.Hey.Are, customs, tax, beginning kryakalapaharu work."
7512,"सामाजिक सेवा सम्वन्धी क्रियाकलापहरु।","Social service related activities."
7513,"व्यपार व्यवसाय जस्तै थोक व्यापार , खुद्रा व्यार , कृषि वजार आदि सम्बन्धी कृयाकलपहरु।","Business to business as wholesale trade, retail Chalo.Then, relating to agriculture were forced kryakalapaharu."
7514,"सरकार वा कर्मचारीको सेवासंग संम्बन्धी कार्यहरु जस्तै कर्मचारी सेवा संचालन सम्बन्धी कृयाकलपहरु।","Government or employees of chastity servicing functions such as the management of employee service kryakalapaharu."
7521,"कुटनीति, परराष्ट्र सम्वन्ध, अन्तराष्टि्रय वित्तिय एवं व्यापार सम्वन्धी क्रियाकलापहरु।","Diplomacy, foreign relationship, the international financial and trade related activities."
7522,"सैनिक सुरक्षा, सैनिक यातायात तथा सन्चार सम्वन्धी क्रियाकलापहरु।","Military security, military transport and communication related activities."
7523,"प्रहरी, सार्वजनिक शान्ति सुरक्षा, ट्राफिक सम्वन्धी क्रियाकलापहरु।","Police, public peace and security, traffic related activities."
7530,"सामाजिक सुरक्षा प्रदान गर्ने जस्तै वीमा , निबृत्रिभरण, उद्धार कार्य सम्बन्धी कृयाकलपहरु।","Like social security insurance, nibrtribharana, relief kryakalapaharu related."
8010,"प्राथमिक विद्यालय सम्वन्धी क्रियाकलापहरु।","Primary school related activities."
8021,"निम्न माध्यामिक एवं माध्यामिक विद्यालय सम्वन्धी क्रियाकलापहरु।","The following secondary and secondary school related activities."
8022,"प्राविधिक एवं व्यवसायीक स्कूल सम्वन्धी क्रियाकलापहरु।","Technical and vocational school related activities."
8030,"उच्च शिक्षा प्रदान गर्ने क्याम्पस, इन्स्टिच्यूट, विश्वविद्यालय सम्वन्धी क्रियाकलापहरु।","To provide higher education campus, Institute, University related activities."
8090,"प्रौढ शिक्षा तथा अन्य शिक्षा दिने सम्वन्धी क्रियाकलापहरु।","Adult education and other education related activities."
8511,"अस्पताल सम्वन्धी क्रियाकलापहरु।","The hospital related activities."
8512,"क्लिनिक सम्वन्धी क्रियाकलापहरु।","Clinic related activities."
8519,"एक्यूपन्चर, व्यायामशाला, प्रयोगशाला, आयूर्वेद औषधालय, ल्वड वैंक, होमियोप्याथी, स्वास्थ्य चौकी सम्वन्धी क्रियाकलापहरु।","Ekyupancara, gym, laboratory, pharmacy Aurwedik, lvada Bank, homeopathy, health posts related activities."
8520,"पशु स्वास्थ्य (Veterinary) सम्वन्धी क्रियाकलापहरु।","Animal Health (Veterinary) related activities."
8531,"वृद्धाश्रम, प्रसुती गृह सम्वन्धी क्रियाकलापहरु।","Age, maternity home related activities."
8532,"आवाश रहित सामाजिक कार्य जस्तै शरणर्थिको व्यावस्था,दैवी प्रकोप सम्बन्धी कृयाकलपहरु।","Avasa smoking as social work .Undoubtedly the law say, kryakalapaharu related disaster."
9000,"ढल निकास, फोहोर संकलन, सरसफाई सम्वन्धी क्रियाकलापहरु।","Sewerage, garbage collection, sanitation related activities."
9111,"व्यावसायीक तथा रोजगार सम्वन्धी संस्थाहरु जस्तै FNCCI, रोजगार परिषद् सम्वन्धी क्रियाकलापहरु।","Vyavasayika and employment related organizations like FNCCI, employment related activities Council."
9112,"पेशागत संस्थाहरु जस्तै पत्रकार संघ, प्राध्यापक संघ, आदि सम्वन्धी क्रियाकलापहरु।","Professional organizations such as journalists, professors union, etc. related activities."
9120,"ट्रेड यूनियन सम्वन्धी क्रियाकलापहरु।","Trade union related activities."
9191,"धार्मिक संस्थाका क्रियाकलापहरु जस्तै मन्दीर, चर्च, गुम्वा, मस्जीद आदि।","Temple management activities such as religious organizations, Church, Monastery, etc. masjida."
9192,"राजनैतिक संस्थाका क्रियाकलापहरु जस्तै राजनैतिक संघ संस्थाहरु आदि।","Activities of political organizations such as political associations and organizations and more."
9199,"परोपकार, च्यारीटि, रोटरी क्लव सम्वन्धी क्रियाकलापहरु।","Philanthropy, cyariti, Rotary Club related activities."
9211,"भिडियो फिल्म, चलचित्र, डकुमेन्ट्री वनाउने सम्वन्धी क्रियाकलापहरु।","Video film, movie, documentary legalization related activities."
9212,"चलचित्र हल, नाट्यशाला, प्रर्दशनी सम्वन्धी क्रियाकलापहरु।","Movie theater, theater, exhibit related activities."
9213,"रेडियो टेलिभिजन प्रशारण , टेपमा रेकर्ड गर्ने सम्बन्धी कृयाकलपहरु।","Radio television broadcast, tape recording with kryakalapaharu."
9214,"नाट्यकला , संगित, चित्रकारी , मूर्तिकार , लेखक आदि सम्बन्धी कृयाकलपहरु।","Arts, music, painting, sculptor, writer, etc. kryakalapaharu related."
9219,"डिस्को, सर्कस, आदि सन्चालन गर्ने सम्वन्धी क्रियाकलापहरु।","Disco, circus, etc. Measuring operations activities."
9220,"खवर, फोटोचित्र, कार्टुन, आदि जस्ता समाचार एजेन्सी सम्वन्धी क्रियाकलापहरु।","Trustworthy, photocitra, cartoons, etc. in relation to activities such as News Agency."
9231,"पुस्तकालय, म्यूजीयम, पुरातत्व आदि सम्वन्धी क्रियाकलापहरु।","Library, Museum, archeology, etc. related activities."
9232,"संग्रहालय , ऐतिहासिक स्थल , सांकृतिक स्थल आदिको संरक्षण गर्ने कृयाकलपहरु।","Museums, historic sites, cultural heritage site preservation kryakalapaharu etc."
9233,"वनस्पती उद्यान, चिडिया घर, वन्यजन्तु आरक्ष, निकुन्ज सम्वन्धी क्रियाकलापहरु।","Vegetable gardens, zoos, wildlife conservation areas, parks related activities."
9241,"फूटवल, गोल्फ, भलिवल, टेनिस जस्ता खेल सम्वन्धी क्रियाकलापहरु।","Football, golf, volleyball, tennis related activities, such as sports."
9249,"पार्क, क्यासिनो सम्वन्धी क्रियाकलापहरु।","Park, casino related activities."
9301,"लाउण्ड्री, ड्राई ल्कीनर, लुगा मर्मत गर्ने सम्वन्धी क्रियाकलापहरु।","Laundri, dry lkinara, clothing repair related activities."
9302,"कपाल, दाह्री काट्ने, मसाज गर्ने सम्वन्धी क्रियाकलापहरु।","Hair, shaving, massage the related activities."
9303,"लास गाड्ने, जलाउने, सडाउने सम्वन्धी क्रियाकलापहरु।","Cemeteries, burn, sadaune related activities."
9309,"भारी वोक्ने, जुत्ता मर्मत गर्ने सम्वन्धी क्रियाकलापहरु।","Heavy vokne, shoe-repair related activities."
9500,"निजी नोकर, माली, भान्छे, वच्चा हेर्ने, गेटपाले, घोडा हेर्ने सम्वन्धी क्रियाकलापहरु।","Private servant, gardener, cook, who gave birth to see, getapale, horse related activities to see."
9898,"Export Import Related works","Export Import Related works"
9899,"Communication related works","Communication related works"
9900,"UNDP, ILO, UN आदि जस्ता नेपाल स्थित अन्तराष्टि्रय संघ संस्थामा काम गर्ने सम्वन्धी क्रियाकलापहरु।","UNDP, ILO, UN, etc. work related activities in Nepal and the international association."
0001,"legal consultancy","legal consultancy"
0003,"Education consultancy and tuition, language","Education consultancy and tuition, language"
0004,"Web site related works","Web site related works"
0005,"Cargo and courier related works","Cargo and courier related works"
0006,"Entertainment services","Entertainment services"
0008,"International Jobs","International Jobs"
0009,"Handicraft related jobs","Handicraft related jobs"
0111,"खाद्य वस्तुहरु जस्तै धान, सुर्ति, भटमास, जडीवुटी, तोरी, रवर आदिको खेती गर्ने।","Food items such as rice, tobacco, soybeans, jadivuti, zucchini, etc ravara cultivate."
0112,"सागसव्जी, फूल नर्सरी आदिको खेती गर्ने।","Vegetable, flower nursery, cultivating the."
0113,"फलफूल, मसला र चिया कफि आदिको खेती गर्ने।","Fruits, spices, coffee and tea, etc. to cultivate."
0121,"पशुपालन, दूध उत्पादन र पशु पोषण कार्य गर्ने।","Animal husbandry, milk production and animal nutrition work."
0122,"खरायो, सुंगुर, लौकाट, कुखुरा, हांस, सुगा, गोही, मौरी, रेशम किरा पालन गर्ने।","Rabbits, pigs, laukata, chicken, goose, parrots, crocodiles, bees, silk worm to follow."
0130,"खाद्य पदार्थको खेती गर्ने र पशु पंक्षी पालन (मिश्रित) खाद्य पदार्थ र पशुपालन गर्ने।","Food products, farming and animal keeping birds (mixed) foods and livestock."
0140,"कृषि सेवा, पशु हेरचाह, नष्ल सुधार एवं प्रजनन्, किटनाशक औषधी छर्ने सेवा।","Agriculture service, animal care, and breeding improvement nasla, pesticides, medicines sowing service."
0200,"वन उत्पादन, दाउरा काट्ने र संकलन गर्ने, वन विकास गर्ने।","Forest products, wood cutting and collection, forest development."
0500,"माछा पालन, माछा मार्ने, भूरा उत्पादन गर्ने ।","Fish, fishing, production of brown."
